,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
3639,918,ketone,Japanese pumpkin,6441.0,chemical,0.16107
3646,919,ketone,White cabbage,618.15,chemical,0.13082
3654,920,ketone,Romaine lettuce,270.0,chemical,0.16781
3656,920,mercaptan,Romaine lettuce,1.2172,chemical,0.00076
3663,921,ketone,"Cow milk, pasteurized, vitamin A + D added, 0% fat",114.0,chemical,0.09612
3669,922,ketone,"Cow milk, pasteurized, vitamin A + D added, 1% fat",114.0,chemical,0.0962
3675,923,ketone,"Cow milk, pasteurized, vitamin A + D added, 2% fat",112.0,chemical,0.09639
3681,924,ketone,"Cow milk, pasteurized, vitamin D added, 3.25% fat",107.0,chemical,0.09648
3690,939,ketone,Black tea,4.0,chemical,0.02152
3699,940,ketone,Green tea,4.0,chemical,0.02152
3711,949,ketone,White wine,259.8,chemical,0.06656
3722,985,ketone,Sour cream,75.0,chemical,0.08371
3728,1019,ketone,White bread,5236.0,chemical,0.12602
3736,1023,ketone,Taco shell,997.0,chemical,0.22087
